industory,skill,skill_clean
Miscellaneous,Advanced Program to Program Communication (APPC),APPC
Miscellaneous,Amazon Web Services (AWS),Amazon Web Services
Miscellaneous,Amazon Web Services (AWS),AWS
Miscellaneous,American Sign Language (ASL),American Sign Language
Miscellaneous,American Sign Language (ASL),ASL
Miscellaneous,Android Software Development Kit (SDK),Android Software Development Kit
Miscellaneous,Android Software Development Kit (SDK),SDK
Miscellaneous,Anti-Money Laundering (AML),Anti-Money Laundering
Miscellaneous,Anti-Money Laundering (AML),AML
Miscellaneous,CA Integrated Database Management System (IDMS),CA Integrated Database Management System
Miscellaneous,CA Integrated Database Management System (IDMS),IDMS
Miscellaneous,CMMI (Capability Maturity Model Integration),CMMI
Miscellaneous,CMMI (Capability Maturity Model Integration),Capability Maturity Model Integration
Miscellaneous,Cardiopulmonary Resuscitation (CPR),Cardiopulmonary Resuscitation
Miscellaneous,Cardiopulmonary Resuscitation (CPR),CPR
Miscellaneous,Cascading Style Sheets (CSS),Cascading Style Sheets
Miscellaneous,Cascading Style Sheets (CSS),CSS
Miscellaneous,Ceramic Dental Reconstruction (Cerec),Ceramic Dental Reconstruction
Miscellaneous,Ceramic Dental Reconstruction (Cerec),Cerec
Miscellaneous,Certified Hand Therapist (CHT),Certified Hand Therapist
Miscellaneous,Certified Hand Therapist (CHT),CHT
Miscellaneous,Chef (Opscode),Chef
Miscellaneous,Chef (Opscode),Opscode
Miscellaneous,"Chinese, Yue (Cantonese) Language","Chinese, Yue Language"
Miscellaneous,"Chinese, Yue (Cantonese) Language",Cantonese Language
Miscellaneous,Close Air Support System (CASS),Close Air Support System
Miscellaneous,Close Air Support System (CASS),CASS
Miscellaneous,Customer Relationship Management (CRM),Customer Relationship Management
Miscellaneous,Customer Relationship Management (CRM),CRM
Miscellaneous,Demand Side Platform (DSP),Demand Side Platform
Miscellaneous,Demand Side Platform (DSP),DSP
Miscellaneous,"ETL (Extract, transform, load)",ETL
Miscellaneous,"ETL (Extract, transform, load)","Extract, transform, load"
Miscellaneous,Early Start Denver Model (ESDM),Early Start Denver Model
Miscellaneous,Early Start Denver Model (ESDM),ESDM
Miscellaneous,Earned Value Management (EVM),Earned Value Management
Miscellaneous,Earned Value Management (EVM),EVM
Miscellaneous,Electrocardiography (EKG),Electrocardiography
Miscellaneous,Electrocardiography (EKG),EKG
Miscellaneous,Electronic Clinical Outcome Assessment (eCOA),Electronic Clinical Outcome Assessment
Miscellaneous,Electronic Clinical Outcome Assessment (eCOA),eCOA
Miscellaneous,Electronic Health Records (EHR),Electronic Health Records
Miscellaneous,Electronic Health Records (EHR),EHR
Miscellaneous,Electronic Medical Records (EMR),Electronic Medical Records
Miscellaneous,Electronic Medical Records (EMR),EMR
Miscellaneous,Electronic Patient Reported Outcomes (ePRO),Electronic Patient Reported Outcomes
Miscellaneous,Electronic Patient Reported Outcomes (ePRO),ePRO
Miscellaneous,Electronic Warfare (EW),Electronic Warfare
Miscellaneous,Electronic Warfare (EW),EW
Miscellaneous,Emergency Medical Services (EMS),Emergency Medical Services
Miscellaneous,Emergency Medical Services (EMS),EMS
Miscellaneous,Emergency Room (ER),Emergency Room
Miscellaneous,Emergency Room (ER),ER
Miscellaneous,Employee Stock Ownership Program (ESOP) Administration,Employee Stock Ownership Program Administration
Miscellaneous,Employee Stock Ownership Program (ESOP) Administration,ESOP Administration
Miscellaneous,Energy Supply (Gas and Electricity),Energy Supply
Miscellaneous,Energy Supply (Gas and Electricity),Gas and Electricity
Miscellaneous,Enterprise JavaBeans (EJB),Enterprise JavaBeans
Miscellaneous,Enterprise JavaBeans (EJB),EJB
Miscellaneous,Enterprise Knowledge Management (EKM),Enterprise Knowledge Management
Miscellaneous,Enterprise Knowledge Management (EKM),EKM
Miscellaneous,Enterprise Resource Planning (ERP),Enterprise Resource Planning
Miscellaneous,Enterprise Resource Planning (ERP),ERP
Miscellaneous,Enterprise Service Bus (ESB),Enterprise Service Bus
Miscellaneous,Enterprise Service Bus (ESB),ESB
Miscellaneous,Enzyme Linked Immunosorbent Assay (ELISA),Enzyme Linked Immunosorbent Assay
Miscellaneous,Enzyme Linked Immunosorbent Assay (ELISA),ELISA
Miscellaneous,"Epic Information Systems (Radiant, Stork, etc.)",Epic Information Systems
Miscellaneous,"Epic Information Systems (Radiant, Stork, etc.)","Radiant, Stork, etc."
Miscellaneous,IBM CICS (Customer Information Control System),IBM CICS
Miscellaneous,IBM CICS (Customer Information Control System),Customer Information Control System
Miscellaneous,IBM Integration Bus (IIB),IBM Integration Bus
Miscellaneous,IBM Integration Bus (IIB),IIB
Miscellaneous,IBM MVS (Multiple Virtual Storage),IBM MVS
Miscellaneous,IBM MVS (Multiple Virtual Storage),Multiple Virtual Storage
Miscellaneous,IBM WebSphere Message Broker (WMB),IBM WebSphere Message Broker
Miscellaneous,IBM WebSphere Message Broker (WMB),WMB
Miscellaneous,IDMS (Integrated Database Management System),IDMS
Miscellaneous,IDMS (Integrated Database Management System),Integrated Database Management System
Miscellaneous,Imagery Intelligence (IMINT),Imagery Intelligence
Miscellaneous,Imagery Intelligence (IMINT),IMINT
Miscellaneous,In Vitro Fertilization (IVF),In Vitro Fertilization
Miscellaneous,In Vitro Fertilization (IVF),IVF
Miscellaneous,Inductively Coupled Plasma Mass Spectrometry (ICP-MS),Inductively Coupled Plasma Mass Spectrometry
Miscellaneous,Inductively Coupled Plasma Mass Spectrometry (ICP-MS),ICP-MS
Miscellaneous,InfoSec skills (DW/BI project assignments),InfoSec skills
Miscellaneous,InfoSec skills (DW/BI project assignments),DW/BI project assignments
Miscellaneous,Information Technology (IT) Support,Information Technology Support
Miscellaneous,Information Technology (IT) Support,IT Support
Miscellaneous,Information Technology Infrastructure Library (ITIL),Information Technology Infrastructure Library
Miscellaneous,Information Technology Infrastructure Library (ITIL),ITIL
Miscellaneous,Integrated Pest Management (IPM),Integrated Pest Management
Miscellaneous,Integrated Pest Management (IPM),IPM
Miscellaneous,Intellectual Property (IP),Intellectual Property
Miscellaneous,Intellectual Property (IP),IP
Miscellaneous,Intensive Care Unit (ICU),Intensive Care Unit
Miscellaneous,Intensive Care Unit (ICU),ICU
Miscellaneous,Interactive Response Technology (IRT),Interactive Response Technology
Miscellaneous,Interactive Response Technology (IRT),IRT
Miscellaneous,International Human Resources (HR),International Human Resources
Miscellaneous,International Human Resources (HR),HR
Miscellaneous,International Statistical Classifications of Diseases - 10 (ICD - 10) Coding,International Statistical Classifications of Diseases - 10 Coding
Miscellaneous,International Statistical Classifications of Diseases - 10 (ICD - 10) Coding,ICD - 10 Coding
Miscellaneous,International Statistical Classifications of Diseases - 9 (ICD - 9) Coding,International Statistical Classifications of Diseases - 9 Coding
Miscellaneous,International Statistical Classifications of Diseases - 9 (ICD - 9) Coding,ICD - 9 Coding
Miscellaneous,Internet Information Server (IIS),Internet Information Server
Miscellaneous,Internet Information Server (IIS),IIS
Miscellaneous,Internet Small Computer Sytem Interface (iSCSI),Internet Small Computer Sytem Interface
Miscellaneous,Internet Small Computer Sytem Interface (iSCSI),iSCSI
Miscellaneous,Internet of Things (IoT),Internet of Things
Miscellaneous,Internet of Things (IoT),IoT
Miscellaneous,Magento Enterprise Cloud Edition (ECE) Commerce Platform,Magento Enterprise Cloud Edition Commerce Platform
Miscellaneous,Magento Enterprise Cloud Edition (ECE) Commerce Platform,ECE Commerce Platform
Miscellaneous,Magnetic Resonance Imaging (MRI),Magnetic Resonance Imaging
Miscellaneous,Magnetic Resonance Imaging (MRI),MRI
Miscellaneous,Master Data Management (SAP MDM),Master Data Management
Miscellaneous,Master Data Management (SAP MDM),SAP MDM
Miscellaneous,Materials Requirement Planning (MRP),Materials Requirement Planning
Miscellaneous,Materials Requirement Planning (MRP),MRP
Miscellaneous,Maya Embedded Language (MEL),Maya Embedded Language
Miscellaneous,Maya Embedded Language (MEL),MEL
Miscellaneous,McNamara-O'Hara Service Contract Act (SCA) experience,McNamara-O'Hara Service Contract Act experience
Miscellaneous,McNamara-O'Hara Service Contract Act (SCA) experience,SCA experience
Miscellaneous,Measurement Systems Analysis (MSA),Measurement Systems Analysis
Miscellaneous,Measurement Systems Analysis (MSA),MSA
Miscellaneous,Mercurial (Hg),Mercurial
Miscellaneous,Mercurial (Hg),Hg
Miscellaneous,Metal Inert Gas (MIG) Welding,Metal Inert Gas Welding
Miscellaneous,Metal Inert Gas (MIG) Welding,MIG Welding
Miscellaneous,PCI (Peripheral Component Interconnect),PCI
Miscellaneous,PCI (Peripheral Component Interconnect),Peripheral Component Interconnect
Miscellaneous,PKI (Public Key Infrastructure),PKI
Miscellaneous,PKI (Public Key Infrastructure),Public Key Infrastructure
Miscellaneous,PaaS (Platform as a Service),PaaS
Miscellaneous,PaaS (Platform as a Service),Platform as a Service
Miscellaneous,Payment Card Industry Data Security Standard (PCI DSS) Compliance,Payment Card Industry Data Security Standard Compliance
Miscellaneous,Payment Card Industry Data Security Standard (PCI DSS) Compliance,PCI DSS Compliance
Miscellaneous,Pediatric Intensive Care Unit (PICU),Pediatric Intensive Care Unit
Miscellaneous,Pediatric Intensive Care Unit (PICU),PICU
Miscellaneous,Pega Business Process Management (Pega BPM),Pega Business Process Management
Miscellaneous,Pega Business Process Management (Pega BPM),Pega BPM
Miscellaneous,Pega Customer Relationship Management (Pega CRM) Software,Pega Customer Relationship Management Software
Miscellaneous,Pega Customer Relationship Management (Pega CRM) Software,Pega CRM Software
Miscellaneous,Pega Process Commander (PPC),Pega Process Commander
Miscellaneous,Pega Process Commander (PPC),PPC
Miscellaneous,PegaRules Business Process Management (PegaRules BPM),PegaRules Business Process Management
Miscellaneous,PegaRules Business Process Management (PegaRules BPM),PegaRules BPM
Miscellaneous,PegaRules Process Commander (PRPC),PegaRules Process Commander
Miscellaneous,PegaRules Process Commander (PRPC),PRPC
Miscellaneous,Picture Archival Computer System (PACS),Picture Archival Computer System
Miscellaneous,Picture Archival Computer System (PACS),PACS
Miscellaneous,Picture Archiving and Communication System (PACS),Picture Archiving and Communication System
Miscellaneous,Picture Archiving and Communication System (PACS),PACS
Miscellaneous,Picture Exchange Communication System (PECS),Picture Exchange Communication System
Miscellaneous,Picture Exchange Communication System (PECS),PECS
Miscellaneous,Pivotal Response Treatment (PRT),Pivotal Response Treatment
Miscellaneous,Pivotal Response Treatment (PRT),PRT
Miscellaneous,Plasma Arc Welding (PAW),Plasma Arc Welding
Miscellaneous,Plasma Arc Welding (PAW),PAW
Miscellaneous,Plug-in Hybrid Electric Vehicles/Electric Vehicles (PHEV/EV),Plug-in Hybrid Electric Vehicles/Electric Vehicles
Miscellaneous,Plug-in Hybrid Electric Vehicles/Electric Vehicles (PHEV/EV),PHEV/EV
Miscellaneous,Positron Emission Tomography (PET),Positron Emission Tomography
Miscellaneous,Positron Emission Tomography (PET),PET
Miscellaneous,Request For Proposal (RFP) Creation,Request For Proposal Creation
Miscellaneous,Request For Proposal (RFP) Creation,RFP Creation
Miscellaneous,SAP Advanced Planner and Optimizer (SAP APO),SAP Advanced Planner and Optimizer
Miscellaneous,SAP Advanced Planner and Optimizer (SAP APO),SAP APO
Miscellaneous,SAP Business Intelligence (SAP BI),SAP Business Intelligence
Miscellaneous,SAP Business Intelligence (SAP BI),SAP BI
Miscellaneous,SAP Business Warehouse (SAP BW),SAP Business Warehouse
Miscellaneous,SAP Business Warehouse (SAP BW),SAP BW
Miscellaneous,SAP Controlling (SAP CO),SAP Controlling
Miscellaneous,SAP Controlling (SAP CO),SAP CO
